"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"ENSMUSG00000051147",1.53371851121315,1.03775034392793,15.1590155865096,0.00302777058543403,0.0156837040313295,"Nat2"
"ENSMUSG00000070524",1.68021382199033,5.59698910262155,15.1320122497624,0.00304036475021678,0.0157356384281948,"Fcrlb"
"ENSMUSG00000024403",-1.08140025936512,0.133680901347394,15.1489249501818,0.00304178039784818,0.0157356384281948,"Atp6v1g2"
"ENSMUSG00000046556",1.0983594235129,4.96671482011319,15.1283888621864,0.00304266337770128,0.0157356384281948,"Zfp319"
"ENSMUSG00000006717",1.0299197956961,0.669200482800719,15.1312495107661,0.00304595941352521,0.0157454184259119,"Acot13"
"ENSMUSG00000028756",-1.01755482069984,4.42642337414728,15.116281855547,0.00305035855382431,0.0157489621735694,"Pink1"
"ENSMUSG00000026946",2.11582607486589,7.598366938535,15.1154778430126,0.00305086079047195,0.0157489621735694,"Nmi"
"ENSMUSG00000024301",1.21929590163101,1.47896326018204,15.1157232363058,0.0030527007152272,0.015751204841414,"Kifc5b"
"ENSMUSG00000033318",1.82858551901436,1.24986147885741,15.1052018308295,0.00306187406434148,0.0157710178563614,"Gstt2"
"ENSMUSG00000037849",2.85706840822018,7.20500735849182,15.0470663167273,0.00309476891976982,0.0158999486651693,"Ifi206"
"ENSMUSG00000019866",1.41809243847755,6.35540221388977,15.0410326161192,0.00309867749509125,0.0158999486651693,"Crybg1"
"ENSMUSG00000023026",-1.29442638725561,5.13910965728528,15.039041639101,0.00309997214539081,0.0158999486651693,"Dip2b"
"ENSMUSG00000042500",-1.02819150662557,2.60292422530887,15.0284958054896,0.0031072687858391,0.0159300829290479,"Ago4"
"ENSMUSG00000001999",1.34643044312797,0.367352908652818,15.0231095785633,0.00312116624620079,0.0159878864629581,"Blvra"
"ENSMUSG00000025647",1.29101791303705,8.95937603752103,14.9969278990284,0.00312743136015186,0.0160114770457844,"Shisa5"
"ENSMUSG00000119895",1.92778533320658,3.74981207096641,14.9907244584374,0.0031317473932618,0.016026252527984,"Gm22513"
"ENSMUSG00000021040",1.11806553022401,1.59893810201624,14.9754551796498,0.0031431336890594,0.0160710003469865,"Slirp"
"ENSMUSG00000032788",1.10272833047181,2.2914875766922,14.9593528060967,0.0031528831616213,0.0161123399873643,"Pdxk"
"ENSMUSG00000062345",-1.17851102220329,3.01051419863189,14.9555009524806,0.00315514246250614,0.0161165367262107,"Serpinb2"
"ENSMUSG00000015889",-1.07219276130781,3.46602105242603,14.9519694050106,0.00315722509435755,0.0161186471213376,"Lta4h"
"ENSMUSG00000019082",2.02462368938419,5.99462547508959,14.941535660564,0.00316400506094639,0.0161323952311311,"Slc25a22"
"ENSMUSG00000023348",-1.80571960307912,1.09296387442051,14.9227484302927,0.0031818865196348,0.0162038426798917,"Trip6"
"ENSMUSG00000022885",1.03064888751738,1.89660834940155,14.8753141831076,0.00320949850776027,0.0163124035267435,"St6gal1"
"ENSMUSG00000040998",-1.38405912174529,0.317632631666172,14.887192899127,0.00321255239107949,0.01632052341198,"Npnt"
"ENSMUSG00000064373",-1.69443614310665,3.57764359031185,14.8636798973449,0.00321652979624898,0.0163333255217772,"Selenop"
"ENSMUSG00000007891",1.28022552941963,8.22041746040735,14.8539865236892,0.00322286148313206,0.0163580655079081,"Ctsd"
"ENSMUSG00000006205",1.61681220341396,0.205378594624142,14.8460848808101,0.00324804992816849,0.0164338128871261,"Htra1"
"ENSMUSG00000000594",-1.96690469578931,5.70520030157251,14.7820177553485,0.00327224071625963,0.0165347651004771,"Gm2a"
"ENSMUSG00000008167",1.29168617196467,0.82675113387098,14.7117746831969,0.00332654327111718,0.0167628464205981,"Fbxw9"
"ENSMUSG00000050763",2.57852431785505,0.934762083504944,14.6984638178726,0.00335015410873296,0.0168364022854575,"Or2t26"
"ENSMUSG00000027883",1.14831763587369,0.441581328414404,14.6645325137444,0.00336321609165754,0.0168793384412029,"Gpsm2"
"ENSMUSG00000004709",-1.56289869039313,4.11617374161948,14.6487474781558,0.00336624119336924,0.0168823330583816,"Cd244a"
"ENSMUSG00000025436",1.33287934012666,0.561254793686451,14.6390616648145,0.00338121736368351,0.0169469154717357,"Atp23"
"ENSMUSG00000086425",-1.25797434326693,1.3380120820728,14.6059271760069,0.00339957584826193,0.0169886383710305,"F730016J06Rik"
"ENSMUSG00000031833",-2.03476308572611,4.87505866351175,14.6003899838276,0.0034010905369053,0.0169886383710305,"Mast3"
"ENSMUSG00000054708",-1.50943885848498,3.01242299325004,14.5943614895283,0.0034057619878864,0.0169886383710305,"Ankrd24"
"ENSMUSG00000037235",-1.4991888063851,2.4317731899681,14.591135225878,0.00340845637622038,0.0169886383710305,"Mxd4"
"ENSMUSG00000079429",-1.05057339191624,1.3288797068315,14.592172516638,0.00340924847831245,0.0169886383710305,"Mroh2a"
"ENSMUSG00000004070",1.5324066949928,6.25962305701916,14.5867996165972,0.00341083616460544,0.0169889959541036,"Hmox2"
"ENSMUSG00000073418",1.85230325465507,1.2188321059427,14.5714380092873,0.0034271611437217,0.017032458952412,"C4b"
"ENSMUSG00000043061",1.43175460955795,2.24125535471724,14.5278603507952,0.00345499777697271,0.0171328141975811,"Tmem18"
"ENSMUSG00000036980",1.05061261586248,0.598584142807038,14.5163496092789,0.00346882301834882,0.017186162496302,"Taf6"
"ENSMUSG00000000320",-1.26330913288966,0.592147260023937,14.4960006158709,0.0034850640595164,0.017251374962456,"Alox12"
"ENSMUSG00000045932",2.94426170107966,10.1442317930068,14.4827244838804,0.00348761631621061,0.0172538555272404,"Ifit2"
"ENSMUSG00000039067",1.11274696090432,4.04805290646223,14.4505039317143,0.00351194771824168,0.0173461428287063,"Psmd7"
"ENSMUSG00000041515",1.54002628861741,3.40150842812375,14.4388799827233,0.00352088756971433,0.017374983264548,"Irf8"
"ENSMUSG00000028107",-1.06452358578132,3.23347385077827,14.4193717720274,0.00353555411872476,0.017416683520241,"Tars2"
"ENSMUSG00000040774",1.17033732226403,6.21963752359614,14.3772268971838,0.00356758578216953,0.0175359359038482,"Cept1"
"ENSMUSG00000056019",1.18518865767176,0.95857115015978,14.3491441897762,0.00359346881159872,0.0176476796545078,"Zfp709"
"ENSMUSG00000027230",1.00311191177099,1.89254950410594,14.3310759462604,0.00360443264884172,0.0176860230716152,"Creb3l1"
"ENSMUSG00000118841",2.10117922378129,4.15262527072462,14.3265714968538,0.0036069310744054,0.0176887578438347,"Rn7s2"
"ENSMUSG00000020091",-1.0154535027387,5.6515057499862,14.3123195127231,0.00361788689818161,0.0177287531560653,"Eif4ebp2"
"ENSMUSG00000111818",-1.43486749966843,2.39432041322925,14.3082957432958,0.00362183328579241,0.0177403346301904,"Gm17749"
"ENSMUSG00000056724",-1.23880139806275,5.85597003364993,14.2822335218871,0.00364149184412892,0.0178054969882866,"Nbeal2"
"ENSMUSG00000025701",-1.19453180193746,6.00349144888132,14.2460796805025,0.00367010366081174,0.0179297522784294,"Alox5"
"ENSMUSG00000042377",-1.05077696411705,0.866751026510392,14.2142835123487,0.00369988380674387,0.0180070247513582,"Fam83g"
"ENSMUSG00000087366",1.19056294952493,3.53553453211104,14.1675892581165,0.00373332720124131,0.0181279887107068,"Junos"
"ENSMUSG00000118866",1.92452813893301,4.25043945810198,14.1404549325288,0.003755417280138,0.0181860619712274,"Rn7s1"
"ENSMUSG00000018500",1.34239944442841,6.04484592861353,14.1127662633325,0.00377797901586914,0.0182499184615713,"Adora2b"
"ENSMUSG00000032044",1.42566908312302,0.361316613871954,14.0910768367546,0.0038094197031881,0.01834984132494,"Rpusd4"
"ENSMUSG00000031896",2.10670096221155,0.73517423168191,14.0929292690113,0.00381012588231778,0.01834984132494,"Ctrl"
"ENSMUSG00000055866",-1.06675374786777,7.49655344133309,14.0675936934717,0.00381539557501135,0.0183582157904103,"Per2"
"ENSMUSG00000035969",1.26015674339734,0.447320249086141,14.0749172007618,0.00381927241244883,0.0183582157904103,"Rusc2"
"ENSMUSG00000010358",1.92756375835072,7.24457847199492,14.0616464275419,0.00382035545593819,0.0183582157904103,"Ifi35"
"ENSMUSG00000056116",1.34121612014995,7.52074521472421,14.0117805187403,0.00386224684180532,0.0185212667334669,"H2-T22"
"ENSMUSG00000037355",-1.18976830295988,3.74570538751492,13.9964997600584,0.00387535537786301,0.0185729045144578,"Uvssa"
"ENSMUSG00000020592",1.12681044766363,1.93492729145639,13.9917835883718,0.00388046937110996,0.0185847949752262,"Sdc1"
"ENSMUSG00000026069",-1.57040213307438,0.944940391776858,13.9858974492266,0.00389024504591058,0.0186107323681822,"Il1rl1"
"ENSMUSG00000028961",1.04942172253659,7.89057593027776,13.9542504104897,0.00391126757601453,0.0186923563856694,"Pgd"
"ENSMUSG00000020787",-1.55596953398383,1.422166776067,13.9201507242198,0.00394382985317103,0.018815879593226,"P2rx1"
"ENSMUSG00000024663",-1.56221362150742,0.788826962688824,13.8833248121517,0.00398049233450451,0.0189022786410136,"Rab3il1"
"ENSMUSG00000046861",-1.38249469426831,3.02866162386887,13.8655233471025,0.00398880938466432,0.0189177260998447,"Hectd3"
"ENSMUSG00000032329",-1.0030123867913,1.87201973653811,13.8372441368119,0.00401456801562835,0.0190077159911901,"Hmg20a"
"ENSMUSG00000007646",-1.5434570017311,1.30119744807193,13.8303630401689,0.00402321053610688,0.019021249892598,"Rad51c"
"ENSMUSG00000029780",1.78084326434606,7.65754699565626,13.800887463669,0.00404566094873185,0.0190675586914796,"Nt5c3"
"ENSMUSG00000041607",-1.11897065764298,3.91818586412382,13.7988681519668,0.00404762399634424,0.0190675586914796,"Mbp"
"ENSMUSG00000019362",-1.05816717171778,4.14462556583242,13.7922800491276,0.00405351671436812,0.0190872948814805,"D8Ertd738e"
"ENSMUSG00000118667",1.72826028322805,2.75164072149638,13.790737031365,0.00405554962005177,0.0190888469516674,"Ahnak2"
"ENSMUSG00000036136",1.10191072822519,0.156155009924159,13.8011866214324,0.00406011649264011,0.0190954925220678,"Fam110c"
"ENSMUSG00000029759",-1.11552930217454,0.959222467719538,13.7687884770168,0.00407878396728631,0.019159375905851,"Pon3"
"ENSMUSG00000039853",2.003924483702,5.43096100533818,13.7593443994546,0.00408302666364191,0.0191618424704501,"Trim14"
"ENSMUSG00000051396",-1.03487239345665,2.45090057167168,13.749614979314,0.00409259980696078,0.0191845951659133,"Msantd7"
"ENSMUSG00000032220",1.08076409983562,1.759708262993,13.7500114164555,0.00409301035439446,0.0191845951659133,"Myo1e"
"ENSMUSG00000054675",-1.26861172988666,1.01464587013202,13.7387695478204,0.00410612789245772,0.0192036223760593,"Tmem119"
"ENSMUSG00000030966",1.66268567657665,7.20828630068157,13.72525665152,0.00411398603649738,0.0192106006295942,"Trim21"
"ENSMUSG00000024472",1.70365387759869,5.56384442803847,13.7128311890518,0.00412534781479147,0.0192236062205272,"Dcp2"
"ENSMUSG00000021918",1.17161898738243,2.1169733068191,13.6884022110334,0.00414878836413338,0.019306469840542,"Nek4"
"ENSMUSG00000017765",1.1501766785775,2.41461323023329,13.6651247787118,0.00417011416605401,0.0193638124319617,"Slc12a4"
"ENSMUSG00000030208",1.19772918390677,2.78745514256383,13.6368675806392,0.0041961423191328,0.0194483734369401,"Emp1"
"ENSMUSG00000072109",1.17089493583253,1.55565459982307,13.6222694205592,0.00421137504278299,0.0195016319767582,"A530040E14Rik"
"ENSMUSG00000059834",-1.00814727125591,1.70192997683397,13.6133255223951,0.00421925090683721,0.0195070729838798,"Sclt1"
"ENSMUSG00000039285",1.41102502433443,7.9277046422335,13.5765653041107,0.00425241863071518,0.0196199487832133,"Azi2"
"ENSMUSG00000047388",-1.80471186614064,3.0560621138546,13.5580586732517,0.004270658336198,0.019687893037339,"Atmin"
"ENSMUSG00000032596",1.71823692974249,8.79141355430476,13.5197437659455,0.00430680011419844,0.0198218927637872,"Uba7"
"ENSMUSG00000067818",-1.54603108256067,0.600676000781085,13.5023465196706,0.00433444799347896,0.0199001059659642,"Myl9"
"ENSMUSG00000006728",1.14453472172765,1.01650400961177,13.4653663393659,0.00436392898973261,0.0200108642340153,"Cdk4"
"ENSMUSG00000000794",1.43320427599615,0.123843446414131,13.4560871956478,0.00439149322871208,0.0201043564600394,"Kcnn3"
"ENSMUSG00000045322",1.31892679021077,6.84982232718867,13.4147212958315,0.00440953952279951,0.0201617639201273,"Tlr9"
"ENSMUSG00000050627",-1.90793841243819,2.36950059854579,13.4125887213904,0.00441302818738933,0.0201617639201273,"Gpd1l"
"ENSMUSG00000032192",-1.72684621030638,1.16225809152508,13.3940798630953,0.00443577117048208,0.0202574113722872,"Gnb5"
"ENSMUSG00000059851",-1.64601646412327,2.03528322943225,13.3683212466662,0.00445750926969478,0.0203359830782698,"Kmt5c"
"ENSMUSG00000074115",1.75975908309443,5.79802443103916,13.3631243363772,0.00446110012959119,0.0203359830782698,"Saa1"
"ENSMUSG00000067212",1.37601618924565,8.19710044021736,13.349000518934,0.00447533647365638,0.020388250349702,"H2-T23"
"ENSMUSG00000097392",-1.35863438636358,1.96138391191267,13.3147868141868,0.00451162155944137,0.0204952342183459,"Thoc2l"
"ENSMUSG00000028969",-1.66631669821378,1.74021435407634,13.3104526950385,0.00451701985429759,0.0205114430741949,"Cdk5"
"ENSMUSG00000013275",-2.35988088260752,3.10988124936245,13.2901940180458,0.00453598446153303,0.0205725527561314,"Slc41a1"
"ENSMUSG00000031808",1.13821772183265,0.705723245396884,13.2806547016183,0.00455182565590477,0.0206193654509801,"Slc27a1"
"ENSMUSG00000045827",1.45186695645455,-0.00347682489268353,13.2684147995975,0.00458762800385157,0.0207480012264587,"Serpinb9"
"ENSMUSG00000032370",-1.61742381032565,1.38024541465616,13.2325313245659,0.00459878892753645,0.0207649587070512,"Lactb"
"ENSMUSG00000031779",-2.37510178018514,2.86111673287807,13.1814722013892,0.00464965245974832,0.0209355785923662,"Ccl22"
"ENSMUSG00000071203",1.07500664906205,6.2695506250899,13.1458744819665,0.00468632604284481,0.0210584025509871,"Naip5"
"ENSMUSG00000028076",1.15905198103856,1.66629199579924,13.1143273201005,0.0047221387325732,0.0211599395345653,"Cd1d1"
"ENSMUSG00000054000",1.68522383320914,0.327828624264887,13.1247768326293,0.00473101255190182,0.0211912300835986,"Tusc1"
"ENSMUSG00000024798",1.49775062939938,0.568023958281158,13.0875899655436,0.00476095627399919,0.0212743369069812,"Htr7"
"ENSMUSG00000026737",-1.12090772476395,5.86703313601395,13.0731503898413,0.00476477169418223,0.0212829001102831,"Pip4k2a"
"ENSMUSG00000027551",-1.24228406164263,0.870272612896767,13.0706700564444,0.00477337562222149,0.0213013203394067,"Zfp64"
"ENSMUSG00000028494",1.28562816883708,9.20547937284324,13.0642428663306,0.00477448664519364,0.0213013203394067,"Plin2"
"ENSMUSG00000022218",-1.00910763751856,2.43414336194858,13.0614430173418,0.00477839915528407,0.0213013203394067,"Tgm1"
"ENSMUSG00000022205",-1.14363647794991,6.44963077127657,13.0146538406999,0.00482902117282973,0.0214533807726263,"Sub1"
"ENSMUSG00000085081",1.66585424916604,0.896643158611621,13.0196476115016,0.00483194213917989,0.0214533807726263,"Rptoros"
"ENSMUSG00000009418",-1.24638442769865,1.32005034133601,13.0115245124475,0.00483584039807085,0.0214533807726263,"Nav1"
"ENSMUSG00000025746",1.38327897897078,2.90661304124784,13.0005913309063,0.00484520381736065,0.0214540494591706,"Il6"
"ENSMUSG00000021820",-1.78034829656765,4.09555511443802,12.9855914910103,0.00486151714348329,0.0215007981953501,"Camk2g"
"ENSMUSG00000019194",-1.3223291039323,1.23668369022921,12.9496342894442,0.00490560638627878,0.0216121067245114,"Scn1b"
"ENSMUSG00000032009",-1.31977061061004,2.57009003014918,12.9465956447994,0.00490596943938226,0.0216121067245114,"Sesn3"
"ENSMUSG00000042638",-1.03507756356406,1.56230369966053,12.9232232895744,0.00493367830119104,0.0217166176818999,"Gucy2c"
"ENSMUSG00000073678",1.07141920642718,1.78231365506913,12.9212266631308,0.00493550684713116,0.0217166176818999,"Pgap1"
"ENSMUSG00000052776",1.9249294379363,8.16340197640851,12.9122890436794,0.00494398975629123,0.0217454054940172,"Oas1a"
"ENSMUSG00000024013",-1.79830210213995,1.12596676612623,12.9132915975223,0.00494966089867942,0.0217532743888236,"Fgd2"
"ENSMUSG00000073775",1.04664292942685,0.658783353467171,12.843635238005,0.00503024840250668,0.0220469275897115,"Kti12"
"ENSMUSG00000027076",1.07590509147188,0.619139473828094,12.8131096923418,0.0050664317850374,0.0221708321026608,"Timm10"
"ENSMUSG00000041438",-1.51111383104589,3.32074236617968,12.799063285173,0.00507541892577819,0.0222014909840734,"Utp4"
"ENSMUSG00000031641",1.00979284738878,0.719129031618327,12.8016456623494,0.0050785864493881,0.0222066790239144,"Cbr4"
"ENSMUSG00000030654",1.27611012292602,6.73677904678143,12.7870510135107,0.00508917715656842,0.0222295440732123,"Arl6ip1"
"ENSMUSG00000030340",-1.13154056360619,3.42426201338452,12.7867304529515,0.00508976622573951,0.0222295440732123,"Scnn1a"
"ENSMUSG00000020526",-1.08429623199802,0.507187111965843,12.7661385148534,0.00512329956340642,0.0223373170881264,"Znhit3"
"ENSMUSG00000047248",1.13318227134369,4.04010029890247,12.7414158919626,0.00514353611765301,0.0223654772412101,"C2cd3"
"ENSMUSG00000034675",-1.11620767488836,1.15489634379577,12.7434073751256,0.0051448380769019,0.0223654772412101,"Dbn1"
"ENSMUSG00000062908",-1.58634355063119,1.73146227293484,12.7338314628243,0.00515504566538845,0.0223694144332283,"Acadm"
"ENSMUSG00000009741",-1.11571215268114,6.77201073623449,12.7288377627277,0.00515841304256888,0.0223694144332283,"Ubp1"
"ENSMUSG00000049491",1.18073972637477,0.755098709016164,12.6940246872351,0.00520751520737865,0.0225330590459817,"Slc36a3"
"ENSMUSG00000025085",-1.26287617100058,0.762920157063946,12.6435823931458,0.00526928656558545,0.0227476481280879,"Ablim1"
"ENSMUSG00000021614",1.04391592046963,4.69496498143941,12.580198251901,0.00534043270153445,0.0230104687758926,"Vcan"
"ENSMUSG00000087477",1.95216181604432,4.08318127901986,12.5695008790699,0.00535402710636832,0.0230424661217626,"Gm13822"
"ENSMUSG00000026601",1.29956926521416,2.14381905759519,12.5682425168541,0.00535665468449739,0.023044924778949,"Axdnd1"
"ENSMUSG00000035778",1.06483487400514,7.58827326963252,12.5630336412996,0.00536193700637644,0.0230499532145994,"Ggta1"
"ENSMUSG00000020154",-1.08895999020186,1.09673491431037,12.5492808516586,0.00538345108709737,0.0231158376755173,"Ptprb"
"ENSMUSG00000054072",2.98162710758106,4.73609869896403,12.5324062419575,0.00540080976735278,0.0231460325287658,"Iigp1"
"ENSMUSG00000059323",-1.12186759037463,0.905504563216258,12.5295221034076,0.00540982601470924,0.0231696298542899,"Tonsl"
"ENSMUSG00000064367",-1.08903920667516,9.49805575277867,12.5231522309391,0.00541232933262544,0.0231696298542899,"mt-Nd5"
"ENSMUSG00000049488",2.04683937344764,5.20545042468109,12.5067616836694,0.00543321730369979,0.0232493571296539,"Tmem67"
"ENSMUSG00000042507",-1.66576521834561,7.5218623137476,12.5033136375261,0.00543760979841895,0.0232592721415577,"Mideas"
"ENSMUSG00000097006",2.04831683004965,3.3384234713078,12.4716824560212,0.00547874375649865,0.0233994974386739,"9530082P21Rik"
"ENSMUSG00000029730",1.1343578633779,1.59745734774455,12.4665254180739,0.00548718053599118,0.0234176817467072,"Mcm7"
"ENSMUSG00000000204",1.61127907237877,13.4454565927671,12.4561143485264,0.00549833062802276,0.0234563347347739,"Slfn4"
"ENSMUSG00000041115",1.16642824477944,1.46653493211132,12.4551330160954,0.0055025892368884,0.0234655698545694,"Iqsec2"
"ENSMUSG00000009654",1.51466664742969,1.09192294086879,12.4491021019935,0.00551348325541568,0.0235030836224585,"Oit3"
"ENSMUSG00000004936",1.33514398642855,7.407302931824,12.3722736033716,0.00560822281907047,0.0238163520778033,"Map2k1"
"ENSMUSG00000025485",-1.02875150409023,5.48770588693117,12.353811510205,0.00563277971955204,0.0239025226493827,"Ric8a"
"ENSMUSG00000029095",1.63293080916556,0.309053154924171,12.3439304911444,0.00567012063064398,0.0240336769696018,"Ablim2"
"ENSMUSG00000026094",-1.41451912473336,7.73343757260747,12.2974304283158,0.00570856911571535,0.0241418619169139,"Stk17b"
"ENSMUSG00000071711",-1.02071608803369,1.50625098112782,12.2890063651547,0.00572258045938159,0.024175653775854,"Mpst"
"ENSMUSG00000032068",-1.45819227548945,2.56009750693337,12.2859225453176,0.00572518828599236,0.024175653775854,"Plet1"
"ENSMUSG00000001751",1.43367035021318,5.29811048554136,12.2718691920175,0.00574334216305457,0.0242191505214516,"Naglu"
"ENSMUSG00000043015",-1.37686143600397,1.22469138857642,12.2720156749536,0.00574774031676866,0.0242191505214516,"Nemp2"
"ENSMUSG00000024308",1.48774158618545,10.3807760834293,12.2571396664566,0.00576348671735664,0.024273354243298,"Tapbp"
"ENSMUSG00000028780",-1.05032382469954,0.373174530510994,12.2495166940986,0.00578602744056879,0.0243390730698116,"Sema3c"
"ENSMUSG00000000392",1.45948274668604,5.05448809073955,12.1512912825571,0.00591083971830496,0.024671426712493,"Fap"
"ENSMUSG00000037242",1.27327168098488,8.38767698355701,12.1326635479454,0.00593723002803373,0.0247039460533731,"Clic4"
"ENSMUSG00000035047",-1.08446181374045,5.49723201325466,12.1158685102733,0.00596115739869711,0.0247707419233217,"Kri1"
"ENSMUSG00000022673",-2.393962529776,3.17662210897645,12.1091061286888,0.00597169902525638,0.0247961581978689,"Mcm4"
"ENSMUSG00000025224",-1.29591132865434,3.89652664407468,12.0997527504155,0.00598442708101063,0.0248306087733751,"Gbf1"
"ENSMUSG00000061887",-1.01659367473308,2.01347829929309,12.0857891533641,0.00600572164382595,0.0249005262531844,"Ssbp3"
"ENSMUSG00000037905",-1.21030603942945,1.70283550770176,12.0776231712286,0.00601832260957637,0.0249435434487878,"Bri3bp"
"ENSMUSG00000020577",-1.54547245657235,5.12997231802579,12.0599911051495,0.00604160035765798,0.0250307634781046,"Tspan13"
"ENSMUSG00000072214",-1.16961285377222,1.15347451830965,12.052430605362,0.0060570214230738,0.0250853802987391,"Septin5"
"ENSMUSG00000004768",-1.31286574926729,1.91939625594579,12.0428464207162,0.00606844751918969,0.025123417564669,"Rab23"
"ENSMUSG00000004567",1.04218427135303,4.63236122396142,12.029738619559,0.00608570036004658,0.0251762436083581,"Mcoln1"
"ENSMUSG00000038775",-1.14161363847656,2.73893414297223,12.0194183140572,0.00610149954932199,0.0252016494363536,"Vill"
"ENSMUSG00000086859",1.04807501126697,0.549115908334537,12.0126198116997,0.00612053560451686,0.0252458014427017,"Snhg20"
"ENSMUSG00000030159",-1.07558971753771,1.03884065244801,11.972385969994,0.00617526223715552,0.0254621647872708,"Clec1b"
"ENSMUSG00000073650",-1.48020354043101,0.0473135583739641,11.9863480094397,0.00618280708749549,0.0254769544364815,"Catip"
"ENSMUSG00000032840",-1.03753195464475,2.53987663062797,11.9642097927996,0.00618339574080751,0.0254769544364815,"Spring1"
"ENSMUSG00000027832",2.73415815929192,3.19191534781716,11.9591668607173,0.0061913552826191,0.0255003743668917,"Ptx3"
"ENSMUSG00000035919",-1.58440697654518,1.18303859976539,11.9456617975969,0.00621634437795175,0.0255844919000019,"Bbs9"
"ENSMUSG00000048696",1.14180826541672,0.941506536454804,11.9352766129706,0.00623188535533008,0.0256151434795878,"Mex3d"
"ENSMUSG00000026020",-1.44376299438199,2.78899378083658,11.9258880263388,0.00624102335125683,0.0256295891159895,"Nop58"
"ENSMUSG00000031303",-1.75474442568,3.1732174662476,11.9236431615034,0.00624394011110319,0.025632174661221,"Map3k15"
"ENSMUSG00000000673",-1.19606810389787,2.07004800496094,11.9197827222118,0.00625073034529225,0.0256506535993007,"Haao"
"ENSMUSG00000036555",-1.7657386580972,0.951016915450778,11.8405306685803,0.00638050306917829,0.0260401667502844,"Iqce"
"ENSMUSG00000019996",-1.19848126057579,2.11523415606336,11.8296145900393,0.00638872287570232,0.0260642217939555,"Map7"
"ENSMUSG00000038507",1.96697257183506,8.43960390072983,11.8044110964083,0.00642666161629542,0.0261182646936358,"Parp12"
"ENSMUSG00000027884",-2.71286791738138,3.33388750999465,11.804474965978,0.00642760542741569,0.0261182646936358,"Clcc1"
"ENSMUSG00000028862",-1.72362609611297,3.16006295272199,11.7930306585633,0.00644499469591984,0.026150997667333,"Map3k6"
"ENSMUSG00000031960",1.00526951056542,5.55246358552811,11.7612488228813,0.0064945884041369,0.0262856093337531,"Aars1"
"ENSMUSG00000031161",-1.689485529273,1.6997016718974,11.7451010601927,0.00652364446330388,0.0263651220700492,"Hdac6"
"ENSMUSG00000019790",1.27317732494139,7.07201394210254,11.7404972177845,0.00652755062956176,0.0263713986681682,"Stxbp5"
"ENSMUSG00000015133",-1.84895487194302,3.42442136883211,11.6840694751084,0.00661869624694832,0.0266387637335573,"Lrrk1"
"ENSMUSG00000029298",1.99846962750527,8.94982675788035,11.6735782518753,0.00663524068318708,0.0266814288971932,"Gbp9"
"ENSMUSG00000054452",-1.49536910661246,4.26426052029555,11.6580924527566,0.00666067610406426,0.0267549093542108,"Tle5"
"ENSMUSG00000031819",1.22432510845075,0.757099477972691,11.6449932591287,0.00669049137096229,0.0268521473705734,"Emc8"
"ENSMUSG00000028268",2.16971707755946,8.80055637587887,11.6300389682188,0.0067064606851096,0.0268906278704913,"Gbp3"
"ENSMUSG00000067825",1.05603522083455,1.71808522902339,11.6098026402584,0.00674205680526446,0.0269754482744016,"Pex26"
"ENSMUSG00000022102",1.1059376363577,1.27927912925321,11.6033118663191,0.00675464571817594,0.0270065339149475,"Dok2"
"ENSMUSG00000012519",2.46189438465259,6.07036693762193,11.5933433979422,0.00676721070509945,0.0270374796335293,"Mlkl"
"ENSMUSG00000112918",1.03073428870509,1.79335607778687,11.573897014948,0.00680165049246825,0.0271653945363834,"Gm18120"
"ENSMUSG00000017830",1.49936014191057,8.40777003222753,11.5652958725759,0.00681408130197367,0.0272053470435408,"Dhx58"
"ENSMUSG00000061603",2.22985817053436,0.672895526021175,11.5766691577546,0.00682510113959479,0.0272299424960622,"Akap6"
"ENSMUSG00000040483",1.70274818748104,8.03454580145654,11.5518179020607,0.00683674722326022,0.0272569996908849,"Xaf1"
"ENSMUSG00000022867",1.06128477529496,8.76790174220032,11.5459536321578,0.00684663742209658,0.027277022961051,"Usp25"
"ENSMUSG00000017843",-1.00137126475901,5.35293200963161,11.5328397967768,0.00686882151957341,0.0273071595494357,"Ppp2r5c"
"ENSMUSG00000022014",1.6816717283613,7.18528926206668,11.5099873813815,0.00690767634720728,0.0274033022382839,"Epsti1"
"ENSMUSG00000020056",1.01158922271867,1.76174922822174,11.5032055629606,0.00692131148860156,0.0274302390914508,"Washc3"
"ENSMUSG00000060093",1.00939545923059,0.191389501564055,11.4651847535473,0.00700275494324283,0.0276240319073997,"H4c1"
"ENSMUSG00000026536",2.17767327432349,8.76909582890524,11.4376667179807,0.0070324143129912,0.0277072560536504,"Ifi211"
"ENSMUSG00000026634",1.07001304455789,5.26951617036743,11.436908484804,0.0070337417214808,0.0277072560536504,"Angel2"
"ENSMUSG00000022035",1.01320987842901,4.68656518568993,11.399536368871,0.00709928882251979,0.0279261950979218,"Ccdc25"
"ENSMUSG00000031608",-1.38217679334805,3.01900182828644,11.3875836289977,0.00712105864929511,0.0279921796852509,"Galnt7"
"ENSMUSG00000021768",1.19514513680908,1.22752592490904,11.3876177466168,0.00712500724103134,0.0279978808380919,"Dusp13b"
"ENSMUSG00000031381",-1.28125521641723,3.50503307652322,11.3740910270126,0.00714458549791201,0.0280521571714493,"Piga"
"ENSMUSG00000024104",-1.01257449955115,7.62194653012847,11.3697444547489,0.00715205377715999,0.0280565419354552,"Washc2"
